"inst","expo","expo_97.5","expo_2.5","coeff","coeff_97.5","coeff_2.5"
740,1.2351855033371,1.45859509631414,1.01177591036005,4.75262682124008,8.41940942526457,2.68278457087396
751,1.62238293489589,1.82691120274314,1.41785466704863,5.4010309383153,8.15698035778156,3.57621741344644
